Accident_ID,Year,Month,Month_Name,Accident_Date,Province,District,City / Place,Latitude,Longitude,Road_Type,Vehicle_Type,Accident_Cause,Time_of_Day,Weather_Condition,Number_of_Vehicles_Involved,Injuries,Fatalities,Total_People_Killed,Emergency_Response_Time_Minutes,Victim_Gender,Victim_Age_Group,Road_User_Type
ACC-00328,2023,6,June,2023-06-01,Lumbini,Rupandehi,Tilottama,27.644149,83.473005,Urban Road,Bus,Flood,Evening,Rainy,2,4,1,1,29,Male,Adult (25-44),Driver
ACC-00332,2023,6,June,2023-06-01,Koshi,Morang,Rangeli,26.469707,87.330912,Hill Road,Car,Flood,Morning,Rainy,2,5,0,0,58,Female,Adult (25-44),Driver
ACC-00355,2023,6,June,2023-06-01,Koshi,Morang,Biratnagar,26.46252,87.292081,Hill Road,Motorcycle,Weather,Afternoon,Foggy,2,5,2,2,57,Male,Adult (25-44),Motorcyclist
ACC-00414,2023,6,June,2023-06-01,Koshi,Morang,Sundarharaicha,26.633635,87.407148,Highway,Car,Overspeeding,Afternoon,Clear,2,4,0,0,39,Male,Adult (25-44),Passenger
ACC-00458,2023,6,June,2023-06-01,Gandaki,Kaski,Batulechaur,28.265989,83.986391,Hill Road,Truck,Flood,Afternoon,Rainy,4,1,0,0,24,Male,Middle Aged (45-64),Passenger
ACC-00006,2023,7,July,2023-07-01,Karnali,Surkhet,Birendranagar,28.585643,81.605826,Urban Road,Motorcycle,Human Error,Evening,Foggy,2,5,3,3,30,Male,Adult (25-44),Motorcyclist
ACC-00110,2023,7,July,2023-07-01,Bagmati,Kathmandu,Budhanilkantha,27.752613,85.338262,Urban Road,Motorcycle,Overspeeding,Morning,Clear,2,3,3,3,40,Male,Adult (25-44),Motorcyclist
ACC-00202,2023,7,July,2023-07-01,Madhesh,Dhanusha,Mithila,26.676339,85.896974,Highway,Motorcycle,Flood,Afternoon,Rainy,4,3,1,1,21,Male,Senior (65+),Motorcyclist
ACC-00243,2023,7,July,2023-07-01,Gandaki,Kaski,Batulechaur,28.271712,83.977819,Rural Road,Bus,Road Condition,Afternoon,Foggy,4,6,0,0,50,Female,Adult (25-44),Passenger
ACC-00356,2023,7,July,2023-07-01,Gandaki,Kaski,Pokhara,28.185188,83.973558,Hill Road,Motorcycle,Flood,Morning,Rainy,3,3,1,1,25,Male,Middle Aged (45-64),Motorcyclist
ACC-00375,2023,7,July,2023-07-01,Lumbini,Rupandehi,Siddharthanagar,27.519653,83.457178,Rural Road,Car,Drunk Driving,Evening,Foggy,3,4,2,2,45,Male,Adult (25-44),Driver
ACC-00454,2023,7,July,2023-07-01,Lumbini,Rupandehi,Tilottama,27.617749,83.454422,Urban Road,Motorcycle,Overspeeding,Afternoon,Clear,4,2,1,1,46,Female,Middle Aged (45-64),Motorcyclist
ACC-00550,2023,7,July,2023-07-01,Karnali,Surkhet,Barahatal,28.632019,81.592699,Rural Road,Truck,Drunk Driving,Night,Rainy,2,1,1,1,47,Female,Young Adult (15-24),Passenger
ACC-00120,2023,8,August,2023-08-01,Madhesh,Dhanusha,Sabaila,26.779758,85.858009,Highway,Bicycle,Human Error,Night,Clear,2,2,1,1,8,Male,Young Adult (15-24),Cyclist
ACC-00162,2023,8,August,2023-08-01,Gandaki,Kaski,Lakeside,28.193032,83.943558,Hill Road,Motorcycle,Drunk Driving,Night,Rainy,2,3,1,1,26,Male,Adult (25-44),Motorcyclist
ACC-00221,2023,8,August,2023-08-01,Madhesh,Dhanusha,Hansapur,26.712164,85.876747,Urban Road,Motorcycle,Road Condition,Morning,Foggy,2,6,0,0,10,Male,Young Adult (15-24),Motorcyclist
ACC-00257,2023,8,August,2023-08-01,Lumbini,Rupandehi,Lumbini,27.463872,83.270572,Hill Road,Motorcycle,Human Error,Evening,Clear,3,5,1,1,30,Female,Senior (65+),Motorcyclist
ACC-00280,2023,8,August,2023-08-01,Gandaki,Kaski,Nadipur,28.214351,84.009034,Hill Road,Motorcycle,Overspeeding,Afternoon,Foggy,4,1,0,0,22,Female,Adult (25-44),Motorcyclist
ACC-00322,2023,8,August,2023-08-01,Koshi,Morang,Budhiganga,26.45874,87.275801,Highway,Bus,Weather,Afternoon,Foggy,1,6,2,2,54,Male,Young Adult (15-24),Passenger
ACC-00341,2023,8,August,2023-08-01,Lumbini,Rupandehi,Bhairahawa,27.489844,83.451765,Urban Road,Motorcycle,Road Condition,Evening,Foggy,3,5,2,2,20,Male,Middle Aged (45-64),Motorcyclist
ACC-00396,2023,8,August,2023-08-01,Gandaki,Kaski,Hemja,28.296753,84.003788,Highway,Motorcycle,Landslide,Afternoon,Rainy,2,2,0,0,6,Female,Child (0-14),Motorcyclist
ACC-00432,2023,8,August,2023-08-01,Koshi,Morang,Urlabari,26.637474,87.68439,Urban Road,Motorcycle,Drunk Driving,Morning,Clear,2,1,0,0,58,Female,Middle Aged (45-64),Motorcyclist
ACC-00471,2023,8,August,2023-08-01,Lumbini,Rupandehi,Lumbini,27.450192,83.27957,Highway,Motorcycle,Human Error,Night,Clear,2,4,0,0,25,Male,Adult (25-44),Motorcyclist
ACC-00540,2023,8,August,2023-08-01,Gandaki,Kaski,Lamachaur,28.237069,83.99395,Urban Road,Car,Drunk Driving,Night,Rainy,2,2,2,2,9,Male,Young Adult (15-24),Passenger
ACC-00009,2023,9,September,2023-09-01,Koshi,Morang,Sundarharaicha,26.621189,87.370195,Hill Road,Motorcycle,Overspeeding,Evening,Clear,2,1,1,1,66,Male,Middle Aged (45-64),Motorcyclist
ACC-00056,2023,9,September,2023-09-01,Lumbini,Rupandehi,Rohini,27.596522,83.383097,Highway,Motorcycle,Landslide,Night,Rainy,1,2,0,0,50,Female,Adult (25-44),Motorcyclist
ACC-00115,2023,9,September,2023-09-01,Bagmati,Kathmandu,Baneshwor,27.67826,85.34856,Hill Road,Motorcycle,Road Condition,Afternoon,Foggy,3,1,1,1,57,Male,Young Adult (15-24),Motorcyclist
ACC-00124,2023,9,September,2023-09-01,Madhesh,Dhanusha,Shahidnagar,26.784359,85.907954,Hill Road,Motorcycle,Landslide,Evening,Rainy,4,6,0,0,41,Male,Adult (25-44),Motorcyclist
ACC-00177,2023,9,September,2023-09-01,Lumbini,Rupandehi,Lumbini,27.486507,83.299397,Hill Road,Motorcycle,Landslide,Night,Rainy,2,3,0,0,65,Male,Young Adult (15-24),Motorcyclist
ACC-00209,2023,9,September,2023-09-01,Sudurpashchim,Kailali,Lamki,28.606008,80.689412,Hill Road,Motorcycle,Overspeeding,Afternoon,Clear,4,2,0,0,29,Male,Middle Aged (45-64),Motorcyclist
ACC-00254,2023,9,September,2023-09-01,Koshi,Morang,Pathari,26.685793,87.586866,Urban Road,Truck,Overspeeding,Afternoon,Rainy,4,1,1,1,11,Male,Adult (25-44),Passenger
ACC-00261,2023,9,September,2023-09-01,Gandaki,Kaski,Lamachaur,28.267402,84.026549,Highway,Truck,Drunk Driving,Night,Foggy,2,6,2,2,53,Male,Senior (65+),Passenger
ACC-00266,2023,9,September,2023-09-01,Bagmati,Kathmandu,Kalanki,27.71858,85.300327,Hill Road,Motorcycle,Overspeeding,Evening,Clear,2,2,2,2,23,Female,Adult (25-44),Motorcyclist
ACC-00413,2023,9,September,2023-09-01,Karnali,Surkhet,Chandannath,28.574242,81.723606,Highway,Car,Road Condition,Afternoon,Clear,1,6,2,2,52,Female,Young Adult (15-24),Driver
ACC-00415,2023,9,September,2023-09-01,Karnali,Surkhet,Raniyapur,28.585653,81.649228,Rural Road,Motorcycle,Overspeeding,Evening,Foggy,3,3,3,3,50,Male,Young Adult (15-24),Motorcyclist
ACC-00452,2023,9,September,2023-09-01,Gandaki,Kaski,Sarangkot,28.262739,83.953092,Hill Road,Car,Human Error,Evening,Foggy,2,3,3,3,34,Male,Adult (25-44),Passenger
ACC-00003,2023,10,October,2023-10-01,Madhesh,Dhanusha,Dhanushadham,26.758865,85.925803,Urban Road,Motorcycle,Weather,Morning,Foggy,4,0,0,0,58,Female,Adult (25-44),Motorcyclist
ACC-00083,2023,10,October,2023-10-01,Gandaki,Kaski,Birauta,28.185454,83.965203,Rural Road,Motorcycle,Drunk Driving,Afternoon,Rainy,1,5,0,0,35,Male,Adult (25-44),Motorcyclist
ACC-00173,2023,10,October,2023-10-01,Bagmati,Kathmandu,Swayambhu,27.694352,85.300415,Rural Road,Motorcycle,Road Condition,Morning,Rainy,2,2,0,0,29,Male,Child (0-14),Motorcyclist
ACC-00336,2023,10,October,2023-10-01,Koshi,Morang,Sundarharaicha,26.633616,87.381429,Rural Road,Motorcycle,Drunk Driving,Evening,Clear,4,4,1,1,46,Male,Young Adult (15-24),Motorcyclist
ACC-00448,2023,10,October,2023-10-01,Bagmati,Kathmandu,Gongabu,27.718654,85.302077,Highway,Truck,Flood,Evening,Rainy,1,4,0,0,6,Female,Young Adult (15-24),Driver
ACC-00472,2023,10,October,2023-10-01,Gandaki,Kaski,Rambazar,28.206636,83.975805,Hill Road,Tempo,Human Error,Evening,Rainy,4,1,1,1,65,Female,Young Adult (15-24),Passenger
ACC-00515,2023,10,October,2023-10-01,Karnali,Surkhet,Birendranagar,28.575511,81.659209,Urban Road,Bus,Road Condition,Afternoon,Foggy,3,0,0,0,52,Male,Adult (25-44),Passenger
ACC-00065,2023,11,November,2023-11-01,Gandaki,Kaski,Malepatan,28.205564,84.003278,Rural Road,Motorcycle,Road Condition,Evening,Rainy,4,5,2,2,47,Male,Middle Aged (45-64),Motorcyclist
ACC-00172,2023,11,November,2023-11-01,Sudurpashchim,Kailali,Bhajani,28.509559,80.757453,Hill Road,Motorcycle,Landslide,Evening,Rainy,4,4,3,3,55,Male,Young Adult (15-24),Motorcyclist
ACC-00232,2023,11,November,2023-11-01,Gandaki,Kaski,Sarangkot,28.24254,83.927093,Urban Road,Bus,Human Error,Morning,Foggy,1,4,2,2,40,Male,Adult (25-44),Passenger
ACC-00327,2023,11,November,2023-11-01,Lumbini,Rupandehi,Omsatiya,27.566331,83.448317,Urban Road,Motorcycle,Overspeeding,Afternoon,Rainy,2,4,3,3,37,Male,Middle Aged (45-64),Motorcyclist
ACC-00535,2023,11,November,2023-11-01,Bagmati,Kathmandu,Chabahil,27.718372,85.339178,Highway,Car,Flood,Night,Rainy,1,2,0,0,13,Female,Senior (65+),Driver
ACC-00007,2023,12,December,2023-12-01,Madhesh,Dhanusha,Mithila,26.684798,85.903682,Rural Road,Motorcycle,Weather,Evening,Clear,2,1,1,1,23,Male,Young Adult (15-24),Motorcyclist
ACC-00068,2023,12,December,2023-12-01,Lumbini,Rupandehi,Omsatiya,27.567885,83.464578,Urban Road,Motorcycle,Flood,Evening,Rainy,3,6,1,1,21,Female,Young Adult (15-24),Motorcyclist
ACC-00111,2023,12,December,2023-12-01,Sudurpashchim,Kailali,Khailad,28.696776,80.609782,Hill Road,Car,Overspeeding,Afternoon,Rainy,1,3,1,1,63,Male,Young Adult (15-24),Passenger
ACC-00198,2023,12,December,2023-12-01,Koshi,Morang,Biratnagar,26.444635,87.259296,Rural Road,Car,Human Error,Night,Clear,2,5,2,2,27,Female,Adult (25-44),Passenger
ACC-00212,2023,12,December,2023-12-01,Sudurpashchim,Kailali,Mohanyal,28.77164,80.727634,Hill Road,Car,Overspeeding,Evening,Foggy,3,2,0,0,28,Male,Young Adult (15-24),Passenger
ACC-00230,2023,12,December,2023-12-01,Madhesh,Dhanusha,Shahidnagar,26.77308,85.910655,Hill Road,Motorcycle,Overspeeding,Night,Clear,1,1,1,1,72,Male,Adult (25-44),Motorcyclist
ACC-00279,2023,12,December,2023-12-01,Karnali,Surkhet,Chhinchu,28.532224,81.691282,Urban Road,Motorcycle,Drunk Driving,Night,Clear,4,2,2,2,46,Male,Middle Aged (45-64),Motorcyclist
ACC-00086,2024,1,January,2024-01-01,Lumbini,Rupandehi,Butwal,27.693824,83.464522,Urban Road,Motorcycle,Road Condition,Night,Clear,4,5,3,3,23,Male,Adult (25-44),Motorcyclist
ACC-00155,2024,1,January,2024-01-01,Karnali,Surkhet,Chhinchu,28.514317,81.68263,Rural Road,Motorcycle,Overspeeding,Night,Clear,4,5,3,3,54,Other,Child (0-14),Motorcyclist
ACC-00206,2024,1,January,2024-01-01,Koshi,Morang,Katahari,26.465989,87.263466,Urban Road,Car,Road Condition,Afternoon,Clear,2,2,1,1,33,Male,Middle Aged (45-64),Passenger
ACC-00241,2024,1,January,2024-01-01,Bagmati,Kathmandu,Gaushala,27.722007,85.322893,Urban Road,Truck,Drunk Driving,Afternoon,Rainy,1,4,1,1,12,Female,Young Adult (15-24),Driver
ACC-00393,2024,1,January,2024-01-01,Koshi,Morang,Rangeli,26.427125,87.319253,Hill Road,Motorcycle,Landslide,Morning,Rainy,1,5,3,3,35,Male,Adult (25-44),Motorcyclist
ACC-00461,2024,1,January,2024-01-01,Sudurpashchim,Kailali,Mohanyal,28.772017,80.721459,Hill Road,Car,Road Condition,Evening,Clear,1,6,1,1,37,Male,Young Adult (15-24),Driver
ACC-00547,2024,1,January,2024-01-01,Bagmati,Kathmandu,Balaju,27.721466,85.305464,Urban Road,Motorcycle,Road Condition,Night,Foggy,4,1,1,1,13,Male,Young Adult (15-24),Motorcyclist
ACC-00048,2024,2,February,2024-02-01,Gandaki,Kaski,Sarangkot,28.226062,83.917083,Hill Road,Car,Overspeeding,Morning,Clear,2,1,1,1,23,Male,Young Adult (15-24),Driver
ACC-00054,2024,2,February,2024-02-01,Gandaki,Kaski,Hemja,28.265889,83.98512,Urban Road,Car,Road Condition,Morning,Rainy,2,2,1,1,49,Female,Young Adult (15-24),Driver
ACC-00077,2024,2,February,2024-02-01,Koshi,Morang,Sundarharaicha,26.637276,87.376478,Hill Road,Motorcycle,Drunk Driving,Morning,Foggy,2,2,2,2,58,Female,Adult (25-44),Motorcyclist
ACC-00101,2024,2,February,2024-02-01,Madhesh,Dhanusha,Lakshminiya,26.736414,85.976533,Hill Road,Motorcycle,Overspeeding,Morning,Clear,2,3,3,3,22,Male,Young Adult (15-24),Motorcyclist
ACC-00141,2024,2,February,2024-02-01,Bagmati,Kathmandu,Kirtipur,27.700177,85.301406,Rural Road,Motorcycle,Human Error,Afternoon,Rainy,3,0,0,0,52,Female,Young Adult (15-24),Motorcyclist
ACC-00204,2024,2,February,2024-02-01,Gandaki,Kaski,Nadipur,28.234885,83.974991,Hill Road,Motorcycle,Overspeeding,Morning,Rainy,2,1,0,0,70,Female,Young Adult (15-24),Motorcyclist
ACC-00260,2024,2,February,2024-02-01,Karnali,Surkhet,Lekbeshi,28.575216,81.571938,Rural Road,Bus,Human Error,Afternoon,Foggy,4,1,1,1,62,Male,Young Adult (15-24),Passenger
ACC-00325,2024,2,February,2024-02-01,Lumbini,Rupandehi,Bhairahawa,27.530813,83.432524,Urban Road,Bus,Road Condition,Night,Foggy,3,6,0,0,57,Female,Child (0-14),Driver
ACC-00479,2024,2,February,2024-02-01,Gandaki,Kaski,Lamachaur,28.238586,84.001783,Hill Road,Motorcycle,Human Error,Afternoon,Clear,4,5,3,3,23,Female,Young Adult (15-24),Motorcyclist
ACC-00121,2024,3,March,2024-03-01,Gandaki,Kaski,Hemja,28.287201,84.00083,Hill Road,Truck,Flood,Night,Rainy,3,0,0,0,21,Female,Young Adult (15-24),Driver
ACC-00174,2024,3,March,2024-03-01,Lumbini,Rupandehi,Sainamaina,27.685786,83.434488,Urban Road,Car,Landslide,Afternoon,Rainy,2,3,2,2,13,Male,Middle Aged (45-64),Driver
ACC-00270,2024,3,March,2024-03-01,Bagmati,Kathmandu,Thamel,27.708707,85.321643,Rural Road,Motorcycle,Weather,Evening,Foggy,2,2,2,2,68,Male,Young Adult (15-24),Motorcyclist
ACC-00274,2024,3,March,2024-03-01,Karnali,Surkhet,Jabre,28.584012,81.638462,Highway,Motorcycle,Drunk Driving,Night,Foggy,3,8,2,2,13,Female,Adult (25-44),Motorcyclist
ACC-00401,2024,3,March,2024-03-01,Lumbini,Rupandehi,Tilottama,27.593793,83.456434,Rural Road,Car,Weather,Afternoon,Foggy,1,1,0,0,68,Male,Adult (25-44),Driver
ACC-00405,2024,3,March,2024-03-01,Koshi,Morang,Gramthan,26.540627,87.224689,Highway,Motorcycle,Overspeeding,Evening,Rainy,3,2,1,1,21,Male,Adult (25-44),Motorcyclist
ACC-00468,2024,3,March,2024-03-01,Sudurpashchim,Kailali,Khailad,28.710631,80.5751,Highway,Motorcycle,Drunk Driving,Night,Foggy,2,4,3,3,48,Female,Adult (25-44),Motorcyclist
ACC-00169,2024,4,April,2024-04-01,Koshi,Morang,Kanepokhari,26.578501,87.168713,Urban Road,Motorcycle,Overspeeding,Night,Clear,4,2,0,0,24,Male,Young Adult (15-24),Motorcyclist
ACC-00295,2024,4,April,2024-04-01,Lumbini,Rupandehi,Omsatiya,27.586566,83.432625,Hill Road,Motorcycle,Weather,Night,Clear,1,3,0,0,34,Male,Young Adult (15-24),Motorcyclist
ACC-00324,2024,4,April,2024-04-01,Koshi,Morang,Urlabari,26.68911,87.665425,Highway,Motorcycle,Flood,Night,Rainy,4,6,3,3,8,Male,Adult (25-44),Motorcyclist
ACC-00340,2024,4,April,2024-04-01,Sudurpashchim,Kailali,Dhangadhi,28.68255,80.588004,Hill Road,Motorcycle,Landslide,Morning,Rainy,3,3,0,0,29,Male,Young Adult (15-24),Motorcyclist
ACC-00385,2024,4,April,2024-04-01,Lumbini,Rupandehi,Kanchan,27.575166,83.414777,Rural Road,Truck,Drunk Driving,Afternoon,Clear,3,0,0,0,66,Female,Young Adult (15-24),Driver
ACC-00407,2024,4,April,2024-04-01,Madhesh,Dhanusha,Kamala,26.673667,85.924227,Urban Road,Motorcycle,Weather,Night,Foggy,1,3,1,1,18,Male,Adult (25-44),Motorcyclist
ACC-00438,2024,4,April,2024-04-01,Gandaki,Kaski,Bagar,28.243085,84.024878,Urban Road,Car,Flood,Evening,Rainy,1,3,0,0,38,Female,Adult (25-44),Passenger
ACC-00489,2024,4,April,2024-04-01,Koshi,Morang,Belbari,26.683873,87.425954,Urban Road,Motorcycle,Landslide,Evening,Rainy,4,1,1,1,51,Female,Child (0-14),Motorcyclist
ACC-00038,2024,5,May,2024-05-01,Gandaki,Kaski,Batulechaur,28.257282,83.96025,Hill Road,Tempo,Road Condition,Morning,Clear,4,0,0,0,40,Male,Young Adult (15-24),Driver
ACC-00093,2024,5,May,2024-05-01,Sudurpashchim,Kailali,Attariya,28.629781,80.598478,Urban Road,Motorcycle,Human Error,Afternoon,Rainy,3,0,0,0,27,Female,Young Adult (15-24),Motorcyclist
ACC-00136,2024,5,May,2024-05-01,Bagmati,Kathmandu,Tokha,27.734178,85.330067,Highway,Motorcycle,Landslide,Evening,Rainy,1,6,2,2,28,Male,Adult (25-44),Motorcyclist
ACC-00165,2024,5,May,2024-05-01,Karnali,Surkhet,Raniyapur,28.567697,81.672502,Hill Road,Motorcycle,Flood,Night,Rainy,4,1,1,1,33,Male,Young Adult (15-24),Motorcyclist
ACC-00225,2024,5,May,2024-05-01,Koshi,Morang,Belbari,26.692349,87.450608,Urban Road,Motorcycle,Human Error,Night,Clear,1,1,1,1,30,Male,Middle Aged (45-64),Motorcyclist
ACC-00226,2024,5,May,2024-05-01,Koshi,Morang,Pathari,26.677431,87.531957,Hill Road,Motorcycle,Flood,Evening,Rainy,3,2,1,1,72,Male,Young Adult (15-24),Motorcyclist
ACC-00234,2024,5,May,2024-05-01,Karnali,Surkhet,Chandannath,28.578396,81.671527,Urban Road,Motorcycle,Weather,Morning,Clear,2,2,2,2,50,Male,Young Adult (15-24),Motorcyclist
ACC-00287,2024,5,May,2024-05-01,Gandaki,Kaski,Lakeside,28.199996,83.979606,Highway,Truck,Flood,Morning,Rainy,1,6,0,0,29,Male,Senior (65+),Driver
ACC-00314,2024,5,May,2024-05-01,Madhesh,Dhanusha,Ganeshman Charnath,26.716621,85.907321,Rural Road,Motorcycle,Road Condition,Morning,Clear,2,0,0,0,29,Female,Adult (25-44),Motorcyclist
ACC-00449,2024,5,May,2024-05-01,Koshi,Morang,Gramthan,26.541802,87.204083,Highway,Car,Overspeeding,Evening,Foggy,4,6,3,3,25,Male,Senior (65+),Passenger
ACC-00492,2024,5,May,2024-05-01,Gandaki,Kaski,Mahendrapul,28.193601,83.993719,Hill Road,Truck,Flood,Morning,Rainy,3,1,0,0,63,Male,Middle Aged (45-64),Passenger
ACC-00019,2024,6,June,2024-06-01,Madhesh,Dhanusha,Hansapur,26.697853,85.88873,Hill Road,Motorcycle,Overspeeding,Night,Rainy,1,0,0,0,50,Male,Middle Aged (45-64),Motorcyclist
ACC-00028,2024,6,June,2024-06-01,Karnali,Surkhet,Raniyapur,28.594003,81.660427,Urban Road,Motorcycle,Drunk Driving,Afternoon,Foggy,4,5,3,3,48,Male,Senior (65+),Motorcyclist
ACC-00043,2024,6,June,2024-06-01,Bagmati,Kathmandu,Balaju,27.749029,85.308191,Highway,Tempo,Drunk Driving,Night,Rainy,2,4,1,1,26,Male,Young Adult (15-24),Passenger
ACC-00062,2024,6,June,2024-06-01,Karnali,Surkhet,Barahatal,28.64114,81.601561,Rural Road,Motorcycle,Weather,Morning,Foggy,1,1,1,1,32,Male,Middle Aged (45-64),Motorcyclist
ACC-00076,2024,6,June,2024-06-01,Karnali,Surkhet,Uttarganga,28.526819,81.643813,Urban Road,Motorcycle,Human Error,Afternoon,Foggy,1,5,2,2,34,Female,Young Adult (15-24),Motorcyclist
ACC-00098,2024,6,June,2024-06-01,Madhesh,Dhanusha,Shahidnagar,26.748304,85.905,Rural Road,Motorcycle,Flood,Morning,Rainy,3,0,0,0,35,Male,Adult (25-44),Motorcyclist
ACC-00099,2024,6,June,2024-06-01,Sudurpashchim,Kailali,Attariya,28.666785,80.578322,Hill Road,Car,Weather,Evening,Clear,2,3,0,0,41,Male,Middle Aged (45-64),Passenger
ACC-00103,2024,6,June,2024-06-01,Lumbini,Rupandehi,Sainamaina,27.7024,83.402612,Urban Road,Motorcycle,Flood,Morning,Rainy,3,1,0,0,54,Male,Adult (25-44),Motorcyclist
ACC-00129,2024,6,June,2024-06-01,Bagmati,Kathmandu,Swayambhu,27.724597,85.282782,Hill Road,Motorcycle,Road Condition,Morning,Rainy,3,5,0,0,40,Male,Senior (65+),Motorcyclist
ACC-00135,2024,6,June,2024-06-01,Koshi,Morang,Gramthan,26.495723,87.228901,Hill Road,Motorcycle,Weather,Afternoon,Rainy,4,6,2,2,39,Female,Senior (65+),Motorcyclist
ACC-00147,2024,6,June,2024-06-01,Gandaki,Kaski,Hemja,28.2672,83.988802,Highway,Truck,Drunk Driving,Morning,Clear,3,4,0,0,60,Male,Young Adult (15-24),Passenger
ACC-00163,2024,6,June,2024-06-01,Gandaki,Kaski,Mahendrapul,28.202793,84.011732,Urban Road,Motorcycle,Landslide,Afternoon,Rainy,3,2,2,2,49,Male,Adult (25-44),Motorcyclist
ACC-00251,2024,6,June,2024-06-01,Lumbini,Rupandehi,Kanchan,27.582165,83.394492,Urban Road,Bicycle,Overspeeding,Afternoon,Rainy,4,3,1,1,10,Male,Adult (25-44),Cyclist
ACC-00277,2024,6,June,2024-06-01,Sudurpashchim,Kailali,Lamki,28.627882,80.680625,Urban Road,Bus,Flood,Afternoon,Rainy,2,3,1,1,16,Female,Young Adult (15-24),Passenger
ACC-00296,2024,6,June,2024-06-01,Karnali,Surkhet,Chandannath,28.612071,81.71801,Urban Road,Motorcycle,Flood,Evening,Rainy,2,2,0,0,30,Male,Adult (25-44),Motorcyclist
ACC-00495,2024,6,June,2024-06-01,Bagmati,Kathmandu,Koteshwor,27.663961,85.361912,Rural Road,Motorcycle,Flood,Night,Rainy,2,1,1,1,44,Male,Middle Aged (45-64),Motorcyclist
ACC-00035,2024,7,July,2024-07-01,Karnali,Surkhet,Chhinchu,28.514892,81.679853,Highway,Motorcycle,Weather,Morning,Rainy,4,5,0,0,27,Female,Adult (25-44),Motorcyclist
ACC-00060,2024,7,July,2024-07-01,Madhesh,Dhanusha,Janakpur,26.717891,85.922379,Hill Road,Truck,Landslide,Afternoon,Rainy,4,0,0,0,50,Male,Adult (25-44),Driver
ACC-00106,2024,7,July,2024-07-01,Bagmati,Kathmandu,Budhanilkantha,27.770081,85.383369,Urban Road,Motorcycle,Landslide,Night,Rainy,3,6,3,3,56,Male,Young Adult (15-24),Motorcyclist
ACC-00293,2024,7,July,2024-07-01,Madhesh,Dhanusha,Ganeshman Charnath,26.75678,85.901188,Rural Road,Car,Landslide,Morning,Rainy,1,4,2,2,64,Female,Young Adult (15-24),Passenger
ACC-00359,2024,7,July,2024-07-01,Karnali,Surkhet,Raniyapur,28.590884,81.677974,Highway,Motorcycle,Flood,Afternoon,Rainy,1,7,1,1,49,Female,Young Adult (15-24),Motorcyclist
ACC-00377,2024,7,July,2024-07-01,Gandaki,Kaski,Malepatan,28.224088,83.977967,Rural Road,Bus,Weather,Afternoon,Rainy,2,4,3,3,71,Female,Young Adult (15-24),Passenger
ACC-00379,2024,7,July,2024-07-01,Lumbini,Rupandehi,Kanchan,27.560565,83.423123,Urban Road,Motorcycle,Human Error,Morning,Foggy,4,6,1,1,50,Female,Adult (25-44),Motorcyclist
ACC-00394,2024,7,July,2024-07-01,Gandaki,Kaski,Nadipur,28.232456,84.006259,Urban Road,Truck,Flood,Morning,Rainy,2,0,0,0,49,Female,Middle Aged (45-64),Passenger
ACC-00487,2024,7,July,2024-07-01,Koshi,Morang,Biratnagar,26.42866,87.292658,Hill Road,Motorcycle,Human Error,Evening,Foggy,1,3,3,3,49,Male,Young Adult (15-24),Motorcyclist
ACC-00044,2024,8,August,2024-08-01,Lumbini,Rupandehi,Gaidahawa,27.606884,83.365137,Rural Road,Motorcycle,Weather,Night,Rainy,4,6,0,0,23,Female,Young Adult (15-24),Motorcyclist
ACC-00089,2024,8,August,2024-08-01,Lumbini,Rupandehi,Rohini,27.574521,83.437078,Hill Road,Motorcycle,Weather,Evening,Rainy,3,1,1,1,22,Female,Young Adult (15-24),Motorcyclist
ACC-00114,2024,8,August,2024-08-01,Sudurpashchim,Kailali,Lamki,28.658343,80.68854,Rural Road,Motorcycle,Flood,Afternoon,Rainy,2,3,0,0,71,Female,Young Adult (15-24),Motorcyclist
ACC-00216,2024,8,August,2024-08-01,Bagmati,Kathmandu,Budhanilkantha,27.754482,85.330077,Rural Road,Bicycle,Weather,Night,Clear,4,2,2,2,42,Male,Adult (25-44),Cyclist
ACC-00370,2024,8,August,2024-08-01,Koshi,Morang,Belbari,26.681369,87.440413,Urban Road,Motorcycle,Flood,Evening,Rainy,3,3,1,1,49,Male,Young Adult (15-24),Motorcyclist
ACC-00442,2024,8,August,2024-08-01,Sudurpashchim,Kailali,Bhajani,28.51855,80.76619,Urban Road,Motorcycle,Weather,Morning,Clear,1,2,1,1,36,Other,Adult (25-44),Motorcyclist
ACC-00506,2024,8,August,2024-08-01,Koshi,Morang,Jahada,26.530919,87.252226,Rural Road,Bus,Road Condition,Night,Clear,4,6,2,2,66,Male,Young Adult (15-24),Passenger
ACC-00020,2024,9,September,2024-09-01,Bagmati,Kathmandu,Sankhu,27.723657,85.451099,Rural Road,Bus,Flood,Morning,Rainy,3,5,0,0,26,Male,Young Adult (15-24),Passenger
ACC-00033,2024,9,September,2024-09-01,Sudurpashchim,Kailali,Hasuliya,28.5789,80.823521,Urban Road,Motorcycle,Flood,Night,Rainy,4,2,0,0,58,Male,Adult (25-44),Motorcyclist
ACC-00105,2024,9,September,2024-09-01,Koshi,Morang,Biratnagar,26.441436,87.260405,Urban Road,Motorcycle,Landslide,Afternoon,Rainy,3,2,0,0,60,Female,Adult (25-44),Motorcyclist
